1,1,566,185,131,13,,10,1.00,1549.00,435.85,28.14,200.37,18.00,1549.00,1313.52,1000.00,113.15,10.17,f,,2025-07-30 00:00:00,2026-01-13 02:08:03.559375
2,2,722,35,59,13,,3,1.00,32990.00,5066.43,15.36,5026.24,18.00,32990.00,32949.82,26000.00,1923.57,6.89,f,,2026-01-02 00:00:00,2026-01-13 02:08:03.559508
4,4,481,12,157,7,46,13,1.00,16490.00,4012.00,24.33,2246.04,18.00,16490.00,14724.04,12000.00,478.00,3.83,f,,2025-05-06 00:00:00,2026-01-13 02:08:03.559754
5,5,578,946,31,13,,11,1.00,17999.00,2962.13,16.46,2706.64,18.00,17999.00,17743.50,14000.00,1036.87,6.90,t,2025-08-23 00:00:00,2025-08-11 00:00:00,2026-01-13 02:08:03.559924
9,9,54,119,50,13,,9,1.00,64990.00,12493.53,19.22,9449.36,18.00,64990.00,61945.83,50000.00,2496.47,4.76,f,,2024-03-05 00:00:00,2026-01-13 02:08:03.560588
10,10,13,446,131,13,,1,2.00,1549.00,472.23,30.49,387.64,18.00,3098.00,2541.17,2000.00,153.53,7.13,f,,2024-01-24 00:00:00,2026-01-13 02:08:03.56069
12,12,561,321,5,13,,2,1.00,129999.00,9040.10,6.95,21772.60,18.00,129999.00,142731.50,105000.00,15958.90,13.19,f,,2025-07-25 00:00:00,2026-01-13 02:08:03.56103
13,13,59,35,160,4,77,12,1.00,2695.00,558.73,20.73,384.53,18.00,2695.00,2520.80,1800.00,336.27,15.74,f,,2024-03-10 00:00:00,2026-01-13 02:08:03.561189
17,17,629,224,161,13,,2,1.00,9295.00,1198.03,12.89,1457.45,18.00,9295.00,9554.43,6500.00,1596.97,19.72,f,,2025-10-01 00:00:00,2026-01-13 02:08:03.561707
18,18,681,656,45,7,74,12,1.00,109990.00,9175.00,8.34,18146.70,18.00,109990.00,118961.70,85000.00,15815.00,15.69,f,,2025-11-22 00:00:00,2026-01-13 02:08:03.56224
21,21,196,677,44,13,,2,1.00,154900.00,16092.43,10.39,24985.36,18.00,154900.00,163792.93,125000.00,13807.57,9.95,f,,2024-07-25 00:00:00,2026-01-13 02:08:03.56265
22,22,608,198,25,13,,5,1.00,23999.00,3794.49,15.81,3636.81,18.00,23999.00,23841.32,19000.00,1204.51,5.96,f,,2025-09-10 00:00:00,2026-01-13 02:08:03.562786
25,25,109,606,39,4,9,7,1.00,8999.00,1897.81,21.09,1278.22,18.00,8999.00,8379.41,7000.00,101.19,1.43,f,,2024-04-29 00:00:00,2026-01-13 02:08:03.563273
26,26,701,1000,14,10,23,2,1.00,37999.00,6674.57,17.57,5638.40,18.00,37999.00,36962.83,30000.00,1324.43,4.23,f,,2025-12-12 00:00:00,2026-01-13 02:08:03.563413
27,27,567,379,38,13,,14,1.00,9499.00,664.87,7.00,1590.14,18.00,9499.00,10424.27,7500.00,1334.13,15.10,f,,2025-07-31 00:00:00,2026-01-13 02:08:03.563552
28,28,724,8,105,13,,12,2.00,2299.00,712.57,30.99,571.12,18.00,4598.00,3743.99,3000.00,172.87,5.45,f,,2026-01-04 00:00:00,2026-01-13 02:08:03.563668
30,30,197,242,44,13,,9,1.00,154900.00,27790.56,17.94,22879.70,18.00,154900.00,149989.14,125000.00,2109.44,1.66,f,,2024-07-26 00:00:00,2026-01-13 02:08:03.563957
31,31,486,816,46,13,,11,1.00,134990.00,8384.78,6.21,22788.94,18.00,134990.00,149394.16,105000.00,21605.22,17.07,f,,2025-05-11 00:00:00,2026-01-13 02:08:03.564061
32,32,465,912,113,13,,2,2.00,999.00,214.86,21.51,282.29,18.00,1998.00,1850.58,1300.00,268.29,17.11,f,,2025-04-20 00:00:00,2026-01-13 02:08:03.564162
33,33,236,204,106,13,,4,1.00,1499.00,260.49,17.38,222.93,18.00,1499.00,1461.44,950.00,288.51,23.29,f,,2024-09-03 00:00:00,2026-01-13 02:08:03.564261
34,34,447,912,153,13,,8,1.00,30990.00,4446.83,14.35,4777.77,18.00,30990.00,31320.94,24000.00,2543.17,9.58,f,,2025-04-02 00:00:00,2026-01-13 02:08:03.564363
35,35,583,709,30,13,,6,1.00,20999.00,1945.86,9.27,3429.57,18.00,20999.00,22482.71,17000.00,2053.14,10.78,f,,2025-08-16 00:00:00,2026-01-13 02:08:03.564519
36,36,89,592,57,13,,10,1.00,37990.00,7573.29,19.93,5475.01,18.00,37990.00,35891.71,30000.00,416.71,1.37,f,,2024-04-09 00:00:00,2026-01-13 02:08:03.564638
37,37,253,894,48,10,20,1,1.00,61990.00,11596.05,18.71,9070.91,18.00,61990.00,59464.86,48000.00,2393.95,4.75,f,,2024-09-20 00:00:00,2026-01-13 02:08:03.56477
38,38,517,482,56,12,13,4,1.00,61990.00,7306.53,11.79,9843.03,18.00,61990.00,64526.50,48000.00,6683.47,12.22,f,,2025-06-11 00:00:00,2026-01-13 02:08:03.564929
40,40,380,416,88,11,10,12,1.00,19999.00,3893.27,19.47,2899.03,18.00,19999.00,19004.76,16000.00,105.73,0.66,f,,2025-01-25 00:00:00,2026-01-13 02:08:03.565184
41,41,628,771,47,2,80,12,1.00,54990.00,10015.17,18.21,8095.47,18.00,54990.00,53070.30,42000.00,2974.83,6.61,f,,2025-09-30 00:00:00,2026-01-13 02:08:03.565289
47,47,136,555,64,13,,2,1.00,74990.00,7731.49,10.31,12106.53,18.00,74990.00,79365.04,60000.00,7258.51,10.79,f,,2024-05-26 00:00:00,2026-01-13 02:08:03.566071
48,48,335,662,112,8,59,13,1.00,1699.00,228.31,13.44,264.72,18.00,1699.00,1735.41,1100.00,370.69,25.21,f,,2024-12-11 00:00:00,2026-01-13 02:08:03.566175
3,3,91,625,87,2,70,5,1.00,26999.00,5579.00,20.66,3598.12,18.00,26999.00,21420.00,21000.00,420.00,2.00,f,,2024-04-11 00:00:00,2026-01-13 02:08:03.559642
50,50,166,710,3,10,17,6,1.00,79900.00,11040.40,13.82,12394.73,18.00,79900.00,81254.33,66000.00,2859.60,4.15,f,,2024-06-25 00:00:00,2026-01-13 02:08:03.566445
51,51,152,353,46,13,,1,1.00,134990.00,9209.49,6.82,22640.49,18.00,134990.00,148421.00,105000.00,20780.51,16.52,f,,2024-06-11 00:00:00,2026-01-13 02:08:03.566547
54,54,540,598,147,13,,14,1.00,23490.00,2213.00,9.42,3829.86,18.00,23490.00,25106.86,18000.00,3277.00,15.40,f,,2025-07-04 00:00:00,2026-01-13 02:08:03.566881
55,55,683,620,10,13,,7,1.00,45999.00,9351.24,20.33,6596.60,18.00,45999.00,43244.36,36000.00,647.76,1.77,f,,2025-11-24 00:00:00,2026-01-13 02:08:03.567016
56,56,575,896,110,13,,3,1.00,13490.00,2465.32,18.28,1984.44,18.00,13490.00,13009.13,9000.00,2024.68,18.37,f,,2025-08-08 00:00:00,2026-01-13 02:08:03.567138
57,57,213,148,180,2,76,7,3.00,599.00,47.51,7.93,297.80,18.00,1797.00,1952.26,960.00,694.46,41.97,f,,2024-08-11 00:00:00,2026-01-13 02:08:03.567288
58,58,141,570,25,13,,14,1.00,23999.00,3554.66,14.81,3679.98,18.00,23999.00,24124.32,19000.00,1444.34,7.06,f,,2024-05-31 00:00:00,2026-01-13 02:08:03.567469
59,59,158,230,31,13,,5,1.00,17999.00,3297.11,18.32,2646.34,18.00,17999.00,17348.24,14000.00,701.89,4.77,f,,2024-06-17 00:00:00,2026-01-13 02:08:03.567604
60,60,371,505,84,13,,11,1.00,25999.00,3940.99,15.16,3970.44,18.00,25999.00,26028.45,20000.00,2058.01,9.33,f,,2025-01-16 00:00:00,2026-01-13 02:08:03.567718
62,62,50,365,95,13,,11,1.00,12499.00,1734.40,13.88,1937.63,18.00,12499.00,12702.23,9500.00,1264.60,11.75,f,,2024-03-01 00:00:00,2026-01-13 02:08:03.568009
65,65,79,939,2,13,,6,1.00,144900.00,17901.84,12.35,22859.67,18.00,144900.00,149857.83,124000.00,2998.16,2.36,f,,2024-03-30 00:00:00,2026-01-13 02:08:03.568431
66,66,122,763,143,5,17,2,1.00,45990.00,5851.78,12.72,7224.88,18.00,45990.00,47363.10,35000.00,5138.22,12.80,f,,2024-05-12 00:00:00,2026-01-13 02:08:03.568552
67,67,44,794,3,9,76,2,1.00,79900.00,5436.26,6.80,13403.47,18.00,79900.00,87867.21,66000.00,8463.74,11.37,f,,2024-02-24 00:00:00,2026-01-13 02:08:03.568686
69,69,357,867,57,10,31,2,1.00,37990.00,4776.73,12.57,5978.39,18.00,37990.00,39191.66,30000.00,3213.27,9.67,f,,2025-01-02 00:00:00,2026-01-13 02:08:03.568931
70,70,176,733,156,13,,4,1.00,16990.00,3454.23,20.33,2436.44,18.00,16990.00,15972.21,13000.00,535.77,3.96,f,,2024-07-05 00:00:00,2026-01-13 02:08:03.56903
71,71,186,451,131,13,,13,1.00,1549.00,344.30,22.23,216.85,18.00,1549.00,1421.54,1000.00,204.70,16.99,t,2024-07-27 00:00:00,2024-07-15 00:00:00,2026-01-13 02:08:03.569125
72,72,571,781,98,13,,10,1.00,11999.00,1620.87,13.51,1868.06,18.00,11999.00,12246.20,8000.00,2378.13,22.91,f,,2025-08-04 00:00:00,2026-01-13 02:08:03.569224
73,73,439,876,31,6,23,11,1.00,17999.00,945.98,5.26,3069.54,18.00,17999.00,20122.57,14000.00,3053.02,17.90,f,,2025-03-25 00:00:00,2026-01-13 02:08:03.56936
75,75,414,610,134,13,,5,2.00,1699.00,466.50,27.46,443.70,18.00,3398.00,2908.69,2200.00,264.99,10.75,f,,2025-02-28 00:00:00,2026-01-13 02:08:03.569586
76,76,497,415,30,13,,8,1.00,20999.00,2102.80,10.01,3401.32,18.00,20999.00,22297.52,17000.00,1896.20,10.03,f,,2025-05-22 00:00:00,2026-01-13 02:08:03.569716
77,77,184,70,62,13,,10,1.00,44990.00,4721.89,10.50,7248.26,18.00,44990.00,47516.37,36000.00,4268.11,10.60,f,,2024-07-13 00:00:00,2026-01-13 02:08:03.569846
79,79,471,454,20,3,63,5,1.00,36999.00,5540.59,14.97,5662.51,18.00,36999.00,37120.92,30000.00,1458.41,4.64,f,,2025-04-26 00:00:00,2026-01-13 02:08:03.570101
81,81,632,387,105,13,,14,1.00,2299.00,241.01,10.48,370.44,18.00,2299.00,2428.43,1500.00,557.99,27.11,f,,2025-10-04 00:00:00,2026-01-13 02:08:03.570331
82,82,422,366,103,13,,12,1.00,1499.00,124.46,8.30,247.42,18.00,1499.00,1621.95,900.00,474.54,34.52,f,,2025-03-08 00:00:00,2026-01-13 02:08:03.570432
83,83,433,334,94,13,,8,1.00,12999.00,1352.94,10.41,2096.29,18.00,12999.00,13742.35,10000.00,1646.06,14.13,f,,2025-03-19 00:00:00,2026-01-13 02:08:03.570544
84,84,501,101,106,13,,3,2.00,1499.00,375.07,25.02,404.61,18.00,2998.00,2652.46,1900.00,347.85,15.47,f,,2025-05-26 00:00:00,2026-01-13 02:08:03.570643
86,86,544,581,5,13,,13,1.00,129999.00,14347.91,11.04,20817.20,18.00,129999.00,136468.28,105000.00,10651.09,9.21,f,,2025-07-08 00:00:00,2026-01-13 02:08:03.57091
88,88,642,630,13,13,,3,1.00,33999.00,4056.87,11.93,5389.58,18.00,33999.00,35331.72,26000.00,3942.13,13.17,f,,2025-10-14 00:00:00,2026-01-13 02:08:03.571179
89,89,423,934,19,13,,10,1.00,32999.00,3676.69,11.14,5278.02,18.00,32999.00,34600.32,26000.00,3322.31,11.33,f,,2025-03-09 00:00:00,2026-01-13 02:08:03.571311
91,91,660,181,154,1,11,5,1.00,27490.00,6049.18,22.01,3859.35,18.00,27490.00,25300.16,21000.00,440.82,2.06,f,,2025-11-01 00:00:00,2026-01-13 02:08:03.571539
92,92,93,417,64,4,15,9,1.00,74990.00,11189.30,14.92,11484.13,18.00,74990.00,75284.82,60000.00,3800.70,5.96,f,,2024-04-13 00:00:00,2026-01-13 02:08:03.571645
93,93,538,849,6,13,,13,1.00,149999.00,11168.23,7.45,24989.54,18.00,149999.00,163820.31,125000.00,13830.77,9.96,f,,2025-07-02 00:00:00,2026-01-13 02:08:03.571781
94,94,451,180,59,13,,12,1.00,32990.00,4718.31,14.30,5088.90,18.00,32990.00,33360.59,26000.00,2271.69,8.04,f,,2025-04-06 00:00:00,2026-01-13 02:08:03.571888
95,95,149,253,63,13,,11,1.00,89990.00,9525.29,10.58,14483.65,18.00,89990.00,94948.36,70000.00,10464.71,13.01,f,,2024-06-08 00:00:00,2026-01-13 02:08:03.57199
98,98,504,281,54,6,55,14,1.00,64990.00,11796.61,18.15,9574.81,18.00,64990.00,62768.20,50000.00,3193.39,6.00,f,,2025-05-29 00:00:00,2026-01-13 02:08:03.572364
99,99,68,519,92,13,,12,1.00,11999.00,1984.08,16.54,1802.69,18.00,11999.00,11817.61,9000.00,1014.92,10.13,f,,2024-03-19 00:00:00,2026-01-13 02:08:03.572477
100,100,644,140,37,13,,9,1.00,7999.00,978.65,12.23,1263.66,18.00,7999.00,8284.01,6500.00,520.35,7.41,f,,2025-10-16 00:00:00,2026-01-13 02:08:03.57261
101,101,137,753,106,13,,3,1.00,1499.00,261.35,17.43,222.78,18.00,1499.00,1460.43,950.00,287.65,23.24,f,,2024-05-27 00:00:00,2026-01-13 02:08:03.572711
102,102,92,663,170,13,,10,3.00,249.00,15.55,6.24,126.06,18.00,747.00,826.42,360.00,340.35,48.60,f,,2024-04-12 00:00:00,2026-01-13 02:08:03.572824
103,103,121,581,90,8,64,12,1.00,32999.00,4490.26,13.61,5131.57,18.00,32999.00,33640.31,26000.00,2508.74,8.80,f,,2024-05-11 00:00:00,2026-01-13 02:08:03.572941
106,106,263,726,36,13,,4,1.00,17999.00,2098.19,11.66,2862.15,18.00,17999.00,18762.96,15000.00,900.81,5.67,f,,2024-09-30 00:00:00,2026-01-13 02:08:03.573303
107,107,688,391,58,13,,3,1.00,39990.00,5074.52,12.69,6284.79,18.00,39990.00,41200.27,32000.00,2915.48,8.35,f,,2025-11-29 00:00:00,2026-01-13 02:08:03.573484
111,111,152,738,19,13,,9,1.00,32999.00,2760.66,8.37,5442.90,18.00,32999.00,35681.24,26000.00,4238.34,14.02,f,,2024-06-11 00:00:00,2026-01-13 02:08:03.574037
114,114,583,333,128,13,,10,1.00,1999.00,266.54,13.33,311.84,18.00,1999.00,2044.30,1300.00,432.46,24.96,f,,2025-08-16 00:00:00,2026-01-13 02:08:03.574395
115,115,409,887,124,13,,11,1.00,1899.00,614.45,32.36,231.22,18.00,1899.00,1515.77,1200.00,84.55,6.58,f,,2025-02-23 00:00:00,2026-01-13 02:08:03.574488
117,117,445,433,68,13,,8,1.00,174990.00,29459.39,16.83,26195.51,18.00,174990.00,171726.12,140000.00,5530.61,3.80,f,,2025-03-31 00:00:00,2026-01-13 02:08:03.574709
119,119,565,49,7,13,,8,1.00,79999.00,10608.18,13.26,12490.35,18.00,79999.00,81881.17,60000.00,9390.82,13.53,f,,2025-07-29 00:00:00,2026-01-13 02:08:03.574982
120,120,17,516,101,13,,7,2.00,9999.00,699.28,6.99,3347.90,18.00,19998.00,21947.33,13000.00,5599.43,30.11,f,,2024-01-28 00:00:00,2026-01-13 02:08:03.575078
122,122,6,19,31,13,,11,1.00,17999.00,2358.20,13.10,2815.34,18.00,17999.00,18456.15,14000.00,1640.80,10.49,f,,2024-01-17 00:00:00,2026-01-13 02:08:03.575311
123,123,707,632,105,13,,14,1.00,2299.00,369.82,16.09,347.25,18.00,2299.00,2276.43,1500.00,429.18,22.25,f,,2025-12-18 00:00:00,2026-01-13 02:08:03.575411
124,124,248,666,91,13,,13,1.00,22999.00,2965.50,12.89,3606.03,18.00,22999.00,23639.52,18000.00,2033.50,10.15,f,,2024-09-15 00:00:00,2026-01-13 02:08:03.575523
125,125,720,157,66,10,32,10,1.00,159999.00,33664.03,21.04,22740.29,18.00,159999.00,149075.26,125000.00,1334.97,1.06,f,,2025-12-31 00:00:00,2026-01-13 02:08:03.575639
126,126,731,9,54,12,75,9,1.00,64990.00,9963.85,15.33,9904.71,18.00,64990.00,64930.86,50000.00,5026.15,9.13,t,2026-01-17 00:00:00,2026-01-11 00:00:00,2026-01-13 02:08:03.575745
128,128,664,275,56,13,,8,1.00,61990.00,13662.00,22.04,8699.04,18.00,61990.00,57027.03,48000.00,328.00,0.68,f,,2025-11-05 00:00:00,2026-01-13 02:08:03.576237
129,129,449,353,22,12,60,5,1.00,45999.00,3506.58,7.62,7648.64,18.00,45999.00,50141.05,40000.00,2492.42,5.87,f,,2025-04-04 00:00:00,2026-01-13 02:08:03.576402
130,130,369,854,124,13,,11,1.00,1899.00,616.75,32.48,230.80,18.00,1899.00,1513.05,1200.00,82.25,6.41,f,,2025-01-14 00:00:00,2026-01-13 02:08:03.57651
132,132,516,881,28,13,,9,1.00,19999.00,1906.67,9.53,3256.62,18.00,19999.00,21348.95,16000.00,2092.33,11.56,f,,2025-06-10 00:00:00,2026-01-13 02:08:03.576787
134,134,43,971,46,13,,6,1.00,134990.00,24383.30,18.06,19909.21,18.00,134990.00,130515.91,105000.00,5606.70,5.07,f,,2024-02-23 00:00:00,2026-01-13 02:08:03.576992
136,136,425,273,62,13,,9,1.00,44990.00,7332.51,16.30,6778.35,18.00,44990.00,44435.84,36000.00,1657.49,4.40,f,,2025-03-11 00:00:00,2026-01-13 02:08:03.577191
137,137,529,920,107,8,19,9,2.00,3499.00,928.24,26.53,925.47,18.00,6998.00,6066.99,4400.00,741.52,14.42,f,,2025-06-23 00:00:00,2026-01-13 02:08:03.577296
138,138,169,323,53,11,20,1,1.00,57990.00,10749.99,18.54,8503.20,18.00,57990.00,55743.21,44000.00,3240.01,6.86,f,,2024-06-28 00:00:00,2026-01-13 02:08:03.577403
141,141,400,87,100,13,,9,1.00,12999.00,1483.45,11.41,2072.80,18.00,12999.00,13588.35,8500.00,3015.55,26.19,f,,2025-02-14 00:00:00,2026-01-13 02:08:03.577734
142,142,607,553,128,13,,1,2.00,1999.00,266.13,13.31,623.83,18.00,3998.00,4089.57,2600.00,865.74,24.98,f,,2025-09-09 00:00:00,2026-01-13 02:08:03.577828
144,144,387,835,48,13,,4,1.00,61990.00,8691.90,14.02,9593.66,18.00,61990.00,62891.76,48000.00,5298.10,9.94,f,,2025-02-01 00:00:00,2026-01-13 02:08:03.578062
145,145,422,436,9,13,,6,1.00,40999.00,6279.25,15.32,6249.56,18.00,40999.00,40969.31,32000.00,2719.75,7.83,f,,2025-03-08 00:00:00,2026-01-13 02:08:03.578194
146,146,502,434,109,3,65,3,1.00,10999.00,2896.53,26.33,1458.44,18.00,10999.00,9560.91,7500.00,602.47,7.44,f,,2025-05-27 00:00:00,2026-01-13 02:08:03.578298
147,147,467,542,64,13,,2,1.00,74990.00,10037.71,13.39,11691.41,18.00,74990.00,76643.70,60000.00,4952.29,7.62,f,,2025-04-22 00:00:00,2026-01-13 02:08:03.578401
148,148,536,42,52,13,,13,1.00,59490.00,7310.66,12.29,9392.28,18.00,59490.00,61571.63,46000.00,6179.34,11.84,f,,2025-06-30 00:00:00,2026-01-13 02:08:03.578502
150,150,621,487,30,11,58,12,1.00,20999.00,1675.65,7.98,3478.20,18.00,20999.00,22801.56,17000.00,2323.35,12.02,f,,2025-09-23 00:00:00,2026-01-13 02:08:03.578756
151,151,405,922,29,13,,14,1.00,18999.00,3404.30,17.92,2807.05,18.00,18999.00,18401.74,15000.00,594.70,3.81,f,,2025-02-19 00:00:00,2026-01-13 02:08:03.578891
152,152,88,573,84,10,67,8,1.00,25999.00,3584.72,13.79,4034.57,18.00,25999.00,26448.85,20000.00,2414.28,10.77,f,,2024-04-08 00:00:00,2026-01-13 02:08:03.579006
153,153,545,959,14,13,,10,1.00,37999.00,7262.50,19.11,5532.57,18.00,37999.00,36269.07,30000.00,736.50,2.40,f,,2025-07-09 00:00:00,2026-01-13 02:08:03.579152
154,154,24,957,2,6,49,2,1.00,144900.00,16167.81,11.16,23171.79,18.00,144900.00,151903.98,124000.00,4732.19,3.68,f,,2024-02-04 00:00:00,2026-01-13 02:08:03.579288
155,155,148,293,100,13,,10,1.00,12999.00,1309.74,10.08,2104.07,18.00,12999.00,13793.32,8500.00,3189.26,27.28,f,,2024-06-07 00:00:00,2026-01-13 02:08:03.579387
156,156,102,400,51,13,,2,1.00,52490.00,10038.01,19.12,7641.36,18.00,52490.00,50093.35,40000.00,2451.99,5.78,f,,2024-04-22 00:00:00,2026-01-13 02:08:03.579489
157,157,118,395,36,13,,7,1.00,17999.00,2642.87,14.68,2764.10,18.00,17999.00,18120.23,15000.00,356.13,2.32,f,,2024-05-08 00:00:00,2026-01-13 02:08:03.57962
